uid	sid
1225	22345
1225	31898
1226	34933
1226	17321
1226	29428
1227	32757
1227	18487
1227	21265
1228	38793
1228	27505
1228	10688
1229	22639
1229	34830
1229	28530
1229	16340
1229	36659
1230	24734
1230	15575
1230	18248
1230	24769
1230	19050
1231	31246
1231	21319
1231	13366
1231	12541
1232	33320
1232	3048
1232	25631
1233	10963
1233	9675
1233	12553
1233	35427
1233	2519
1234	37132
1234	5895
1234	997
1235	8138
1235	26983
1235	9665
1235	30133
1236	22606
1236	18441
1236	37868
1237	24734
1237	14318
1237	13087
1237	38313
1237	7614
1238	3282
1238	19087
1238	21197
1238	28766
1238	27081
1238	37583
1238	4250
1239	18619
1239	11561
1239	27347
1239	6580
1240	6309
1240	29394
1240	11777
1241	16873
1241	13584
1241	28785
1242	21057
1242	14573
1242	15632
1242	26669
1242	2266
1242	39161
1243	6081
1243	13772
1243	9440
1243	38913
1244	36477
1244	25172
1244	15271
1245	7926
1245	33442
1245	29892
1245	7705
1245	28924
1246	15974
1246	22596
1246	1858
1246	67
1246	21095
1246	24649
1247	28057
1247	3994
1247	25037
1247	31687
1248	32436
1248	11173
1248	4416
1248	33270
1248	22658
1248	30702
1248	6239
1248	13257
1248	8854
1249	1126
1249	71
1249	36067
1249	12264
1249	16995
1249	4811
1250	26329
1250	25667
1250	28484
1250	2623
1251	31004
1251	22091
1251	24201
1251	19628
1251	28598
1251	4045
1252	1897
1252	24524
1252	20308
1252	18190
1252	20399
1253	20908
1253	17484
1253	25180
1254	32089
1254	8365
1254	12657
1254	26329
1254	25905
1254	17525
1255	26176
1255	12805
1255	28515
1255	38950
1256	8720
1256	13788
1256	15286
1256	23455
1257	10772
1257	39117
1257	30141
1258	154
1258	33538
1258	25160
1258	4057
1258	14240
1258	9571
1259	4035
1259	36972
1259	31972
1260	29927
1260	28789
1260	36008
1260	31801
1260	29062
1261	26526
1261	36170
1261	33358
1262	13814
1262	3384
1262	1853
1262	13264
1262	10201
1262	23849
1262	4197
1262	4887
1262	38322
1262	7
1262	9536
1262	23093
1263	36532
1263	23197
1263	27025
1264	35343
1264	34608
1264	10106
1265	30361
1265	35787
1265	1832
1266	3917
1266	21618
1266	19285
1267	22389
1267	11490
1267	20851
1268	19302
1268	35903
1268	4226
1268	16527
1269	38607
1269	10456
1269	22054
1269	38826
1269	27455
1269	1234
1269	572
1269	33993
1269	33611
1270	5487
1270	31487
1270	5628
1270	34433
1270	17868
1270	14474
1270	25991
1270	13221
1270	20297
1270	8820
1270	23820
1271	18685
1271	24125
1271	25317
1272	22067
1272	7782
1272	19775
1272	7171
1273	14791
1273	25513
1273	3092
1273	35731
1274	25474
1274	8650
1274	1100
1275	15420
1275	15135
1275	15855
1275	516
1275	30320
1275	9413
1276	25865
1276	4963
1276	22929
1276	37928
1277	22574
1277	15512
1277	37441
1277	30397
1277	11127
1278	4392
1278	3314
1278	26604
1278	30690
1278	24711
1278	27578
1279	5885
1279	32388
1279	8528
1279	34615
1279	10637
1279	4762
1279	26855
1280	39115
1280	32605
1280	14230
1281	23904
1281	27099
1281	37453
1282	28012
1282	4002
1282	35358
1283	381
1283	18929
1283	14418
1283	20480
1284	5962
1284	17284
1284	29556
1285	35808
1285	598
1285	12744
1285	25409
1286	24801
1286	6061
1286	36756
1286	10000
1286	18511
1287	29631
1287	24393
1287	36247
1287	32223
1287	32837
1287	10706
1287	23856
1287	23444
1287	17897
1287	21191
1287	37604
1287	2069
1288	24634
1288	10716
1288	15208
1289	11736
1289	30852
1289	3020
1289	38116
1289	36085
1290	15337
1290	1791
1290	29597
1290	20819
1291	19790
1291	18529
1291	30815
1291	1156
1292	31362
1292	8177
1292	13418
1292	14057
1293	297
1293	20700
1293	16051
1293	3496
1293	33044
1294	14503
1294	14614
1294	6058
1295	21985
1295	23479
1295	14280
1296	10626
1296	29386
1296	39139
1297	35121
1297	24084
1297	1114
1298	30683
1298	37593
1298	12657
1298	25702
1298	5952
1298	35324
1299	38103
1299	33674
1299	1846
1300	2949
1300	20873
1300	38794
1300	22311
1301	35827
1301	331
1301	34949
1302	3061
1302	21170
1302	14700
1302	35032
1302	24175
1303	12979
1303	37645
1303	10071
1304	39179
1304	35253
1304	37428
1305	24803
1305	71
1305	33325
1305	5340
1305	28933
1306	35119
1306	20369
1306	6556
1307	1528
1307	39327
1307	13583
1308	35027
1308	12844
1308	1035
1308	13016
1309	28414
1309	24612
1309	21642
1310	4823
1310	29487
1310	7524
1310	1234
1310	23270
1310	37774
1310	2759
1311	9632
1311	12993
1311	33761
1312	14321
1312	21730
1312	12392
1313	23243
1313	15159
1313	1220
1314	31107
1314	33600
1314	6869
1314	11223
1314	31837
1314	13264
1314	15989
1314	34945
1314	16467
1315	8224
1315	6376
1315	36583
1316	26028
1316	24813
1316	26540
1316	4305
1316	16556
1316	7544
1316	8912
1317	33309
1317	36619
1317	19518
1318	20562
1318	6190
1318	1771
1318	26207
1318	15492
1319	830
1319	21507
1319	35250
1319	238
1319	8296
1319	4564
1319	34979
1320	11842
1320	36445
1320	9474
1320	31130
1320	24108
1320	26500
1320	24264
1320	36569
1320	15399
1320	21299
1320	30601
1320	24732
1320	12270
1320	27639
1320	1312
1321	37662
1321	213
1321	34773
1322	3767
1322	6877
1322	8610
1323	21844
1323	26090
1323	9147
1324	36579
1324	24655
1324	26761
1324	11428
1325	33331
1325	23673
1325	36208
1326	33804
1326	21289
1326	20275
1327	22977
1327	12194
1327	19592
1328	36721
1328	26997
1328	21625
1328	22046
1328	33040
1329	8512
1329	23607
1329	19381
1329	7363
1330	33024
1330	33026
1330	37761
1331	22683
1331	32922
1331	22526
1331	37294
1332	11070
1332	217
1332	31771
1332	38378
1333	25516
1333	18910
1333	37144
1333	5803
1333	7669
1333	26933
1333	5128
1334	466
1334	8222
1334	24241
1335	19727
1335	19285
1335	21618
1335	7148
1335	1654
1336	18107
1336	29799
1336	39161
1337	6991
1337	25611
1337	16018
1338	26422
1338	19093
1338	13342
1339	3208
1339	24023
1339	4498
1340	9383
1340	29307
1340	30386
1340	11982
1340	22887
1340	20489
1340	31311
1341	15276
1341	29189
1341	21220
1341	23368
1342	18294
1342	4395
1342	23034
1343	4643
1343	34062
1343	4107
1344	19085
1344	34649
1344	39175
1344	14853
1345	21057
1345	13522
1345	18157
1345	27046
1345	24916
1346	17727
1346	6805
1346	7266
1346	2069
1346	19480
1346	24431
1347	20234
1347	17614
1347	35874
1347	25180
1348	1361
1348	10794
1348	29651
1348	26424
1349	11387
1349	33894
1349	6307
1349	29787
1350	39082
1350	37410
1350	20044
1351	20673
1351	5637
1351	23094
1351	32132
1351	22251
1351	17115
1352	14380
1352	20376
1352	20760
1353	35442
1353	14371
1353	30228
1353	15932
1353	20617
1354	7430
1354	5925
1354	14321
1355	16934
1355	11790
1355	6314
1355	35275
1355	19654
1356	34786
1356	15750
1356	6702
1357	29226
1357	23444
1357	21513
1358	33882
1358	35865
1358	37490
1359	17799
1359	4623
1359	31142
1359	15132
1359	17645
1359	2909
1359	14087
1359	6735
1359	36246
1359	31688
1359	6372
1359	5651
1359	21237
1360	12498
1360	10149
1360	651
1360	25434
1360	9190
1360	25102
1361	10791
1361	37112
1361	25006
1361	34145
1362	23791
1362	33052
1362	33321
1362	36254
1362	12940
1363	28087
1363	22037
1363	27465
1364	22278
1364	11989
1364	17735
1365	29135
1365	23355
1365	25311
1366	9351
1366	14100
1366	28551
1367	32184
1367	16665
1367	16495
1368	28122
1368	30688
1368	34210
1368	12318
1368	38279
1368	31733
1368	34433
1368	11533
1369	23004
1369	28049
1369	23049
1369	26817
1370	39327
1370	9286
1370	10517
1371	29365
1371	17241
1371	32449
1371	33194
1372	37052
1372	14515
1372	14847
1372	30753
1373	1565
1373	32417
1373	32092
1373	24027
1374	12109
1374	21756
1374	35695
1374	11734
1375	3855
1375	24817
1375	26437
1376	31802
1376	24426
1376	15454
1376	28250
1377	6780
1377	29440
1377	15974
1377	11673
1377	18821
1377	28747
1377	36792
1377	21131
1377	20004
1377	35436
1378	32315
1378	25450
1378	27364
1379	23034
1379	17167
1379	23147
1379	34232
1379	8948
1379	38527
1380	10124
1380	23398
1380	18121
1381	23015
1381	32897
1381	18475
1381	6401
1381	9652
1381	28859
1382	19643
1382	3120
1382	11327
1383	2163
1383	17584
1383	294
1384	26724
1384	13933
1384	14143
1384	24934
1385	20985
1385	20975
1385	2903
1386	38563
1386	32132
1386	16477
1386	29644
1386	34850
1387	5175
1387	27560
1387	33776
1388	37617
1388	24230
1388	32737
1388	23418
1389	36989
1389	37607
1389	32261
1390	38693
1390	7344
1390	18364
1391	33619
1391	15218
1391	21267
1392	39127
1392	2438
1392	917
1393	32261
1393	27905
1393	11577
1393	28023
1393	39134
1394	16642
1394	4237
1394	21677
1395	9976
1395	37346
1395	10023
1396	17336
1396	1903
1396	22569
1396	11708
1397	11787
1397	24776
1397	19637
1397	467
1398	13637
1398	12128
1398	24045
1398	22880
1398	1406
1399	14846
1399	10484
1399	17277
1399	622
1399	6060
1399	18328
1399	18085
1399	34730
1399	23607
1399	18676
1399	34905
1399	37559
1399	15286
1400	25894
1400	9161
1400	28696
1401	32530
1401	27280
1401	16915
1401	6917
1401	22290
1402	36786
1402	8625
1402	7577
1403	19989
1403	28082
1403	10136
1403	22645
1404	13553
1404	32054
1404	10639
1405	22851
1405	1901
1405	5215
1405	37612
1406	22694
1406	22815
1406	31715
1407	33852
1407	15764
1407	32551
1407	33051
1408	7166
1408	37473
1408	29206
1408	36133
1408	17704
1408	9309
1408	8967
1408	23162
1409	1240
1409	2784
1409	23040
1409	34333
1410	28888
1410	14895
1410	8604
1410	33076
1410	7140
1410	11120
1410	15139
1410	19667
1410	14964
1410	28294
1410	23529
1410	136
1411	481
1411	11010
1411	7939
1411	8222
1411	12821
1411	31332
1412	34376
1412	1144
1412	28454
1412	18064
1412	23865
1413	35729
1413	31678
1413	8563
1413	32905
1414	18615
1414	33110
1414	13873
1414	1685
1415	32603
1415	13572
1415	24370
1415	15895
1415	2309
1416	14813
1416	11866
1416	3606
1417	19690
1417	21003
1417	26689
1417	37218
1417	18996
1418	237
1418	9010
1418	36150
1418	22092
1419	472
1419	30668
1419	19614
1420	31218
1420	10939
1420	17271
1420	35539
1421	24684
1421	35092
1421	20586
1421	2913
1421	19285
1422	30403
1422	7544
1422	6967
1422	6913
1423	38682
1423	15648
1423	10828
1423	5596
1424	10292
1424	5962
1424	26394
1424	2306
1424	34952
1425	4438
1425	32063
1425	9186
1426	11636
1426	15797
1426	25695
1427	13630
1427	32429
1427	18656
1427	3658
1428	11969
1428	31509
1428	1801
1429	16231
1429	14785
1429	19123
1430	15692
1430	38856
1430	13749
1430	13933
1431	2666
1431	22515
1431	35323
1431	1664
1431	7757
1432	3568
1432	32797
1432	36559
1432	23139
1432	38780
1432	14172
1432	13251
1433	12657
1433	26329
1433	36619
1433	19518
1433	25667
1433	3341
1433	27415
1434	17274
1434	5367
1434	39112
1434	7275
1434	23539
1434	11111
1434	29489
1434	31394
1434	9880
1435	5320
1435	11244
1435	3901
1435	14416
1435	8365
1435	5279
1435	26329
1435	16967
1436	11655
1436	13604
1436	24279
1437	21004
1437	12077
1437	18092
1438	19908
1438	20705
1438	28509
1438	21416
1439	25851
1439	38371
1439	6799
1439	36351
1440	13568
1440	29540
1440	11312
1441	38130
1441	3495
1441	20597
1441	11355
1442	33246
1442	14367
1442	19488
1443	10114
1443	34450
1443	35512
1443	8222
1444	2319
1444	30927
1444	16340
1445	14723
1445	21157
1445	26370
1446	38485
1446	34218
1446	29851
1446	23050
1447	11386
1447	18385
1447	26244
1448	8281
1448	35392
1448	28083
1448	1549
1448	6334
1448	15136
1449	32068
1449	1406
1449	23540
1449	37608
1450	20254
1450	29581
1450	32435
1450	2814
1450	6977
1450	692
1450	33821
1451	5394
1451	20257
1451	34071
1452	11312
1452	9752
1452	18130
1452	34103
1453	5497
1453	13641
1453	15438
1454	14526
1454	5638
1454	12040
1455	24950
1455	11468
1455	36667
1455	25555
1455	15034
1456	3829
1456	5187
1456	33357
1456	31114
1457	14517
1457	18145
1457	4609
1458	30702
1458	21237
1458	33657
1459	28148
1459	3115
1459	20369
1460	13049
1460	38076
1460	22371
1461	21827
1461	38765
1461	17992
1461	35731
1461	37694
1461	36157
1462	23642
1462	10429
1462	29418
1462	38149
1463	18931
1463	36088
1463	14392
1464	38355
1464	19520
1464	6982
1465	16533
1465	2719
1465	12455
1466	22589
1466	22341
1466	37269
1467	34105
1467	32581
1467	3582
1468	18406
1468	15926
1468	26110
1469	32567
1469	23541
1469	37147
1470	22533
1470	7361
1470	24687
1471	34443
1471	16699
1471	14259
1472	37229
1472	11161
1472	33085
1473	36026
1473	30165
1473	7544
1474	751
1474	6326
1474	6922
1475	31874
1475	25798
1475	33054
1476	32380
1476	39359
1476	26847
1476	17512
1476	22199
1476	18374
1477	4400
1477	20603
1477	8720
1478	25144
1478	39338
1478	899
1478	33370
1479	28128
1479	26327
1479	34653
1480	22085
1480	22974
1480	1117
1481	15183
1481	22966
1481	20891
1481	23168
1482	34761
1482	39124
1482	32243
1483	15434
1483	23141
1483	22755
1484	11981
1484	37997
1484	10706
1485	21018
1485	6580
1485	25595
1486	18246
1486	20350
1486	4753
1487	15707
1487	30873
1487	1865
1488	11002
1488	19479
1488	2781
1489	12944
1489	23654
1489	3075
1490	14745
1490	7196
1490	8054
1490	12898
1491	15407
1491	22506
1491	511
1491	432
1491	24469
1491	26886
1491	4384
1491	5532
1491	11246
1491	37157
1491	585
1491	12498
1491	8115
1491
